5.062418472537449227e-02 9.493758152738073219e-01 8.182901446169549764e-13
9.974673531827754625e-01 2.532646817224616913e-03 9.486592160056242380e-31
3.771110959142726093e-01 6.228889040857273907e-01 1.043509382695587614e-27
7.836876272148879385e-01 2.163123727850964906e-01 1.553618108209590142e-14
3.765376274314485849e-01 6.234623725685514151e-01 2.729863799983598993e-23
6.992324985486361721e-02 9.300767501451363550e-01 1.872366731436028207e-139
7.774089470717610029e-01 2.225910529282389416e-01 6.243361464823519277e-74
1.015046624301143285e-01 8.984953375698856437e-01 8.085992481829630009e-23
2.889051136503357781e-04 9.997110948863495716e-01 5.038567910301068667e-19
8.836946994109976528e-01 1.163053005890023334e-01 2.787384605228055880e-55
2.435196557004195850e-01 7.564803442995804428e-01 8.989398152231996176e-54
1.718257717993389513e-03 9.982817422820067232e-01 1.587982244263211018e-23
9.306705856955653777e-01 6.932941430443473330e-02 2.002331115448857106e-116
4.768638398209348699e-03 9.952313616017905984e-01 3.002047169797435176e-66
9.986152787416638921e-01 1.384721258336051551e-03 3.151673415289741751e-36
1.711474765396414632e-01 8.288455579630584769e-01 6.965497300151971689e-06
9.536164372883575435e-01 4.638356271164235933e-02 1.502448186715441022e-48
1.044612631329291802e-01 8.955349135764789636e-01 3.823290591894000665e-06
4.858552889658643292e-01 6.253650028143849238e-02 4.516082107526971923e-01
1.154534662832158443e-01 8.845465337167841557e-01 2.464947500006208555e-24
3.230815323580175091e-01 6.769184630332257813e-01 4.608756690068592769e-09
1.378137235310437567e-02 9.862186276468957180e-01 3.968116129322486378e-34
3.269759357889466256e-01 6.730191715328323054e-01 4.892678221110711713e-06
4.239633339601928119e-02 9.576036666039723366e-01 8.531772165785179879e-15
3.178910698634693777e-01 6.821089301365306223e-01 1.758893208039430224e-27
2.132854779306193188e-02 9.786714522069381861e-01 3.835161615518148089e-52
9.897893372622705854e-01 1.021066273772930529e-02 8.384301293259671545e-56
1.303272626790618061e-01 8.696727373207805423e-01 1.575748193241421140e-13
8.219711399030844579e-01 1.780288600969154034e-01 2.464559018933852089e-59
3.869620394009924413e-01 6.130379605990075031e-01 1.013240245072550870e-118
5.853113386858152523e-02 9.414688661314184470e-01 8.386202012811879158e-120
9.787493963478859360e-01 2.125057854752336606e-02 2.510459049752148131e-08
9.658165747899931652e-01 3.418342521000671680e-02 8.742160394683769463e-21
9.489788377541101827e-01 5.102116224588971322e-02 1.686373404926686207e-17
4.486719649086027273e-01 5.513280350913972727e-01 7.822341841639580058e-94
1.849070753737356576e-01 8.150929246262641481e-01 1.544836037511984632e-134
9.873911392476685256e-01 1.260886035133240365e-02 4.009990268552163014e-10
9.957618244619664827e-01 4.238175538033619669e-03 1.300986223936365306e-116
9.903614021184792282e-01 9.638597881520724955e-03 1.293167107101482990e-37
4.363609770932692748e-03 8.502521994277071130e-03 9.871338682347902127e-01
9.911176876968444960e-01 7.748188311219526316e-03 1.134123991935918289e-03
9.877928827267137279e-01 1.220711727328621134e-02 2.600858592036746582e-72
5.600976186516162247e-01 4.398648456830930309e-01 3.753566529076059801e-05
6.227017685735175556e-01 1.616462150190386970e-02 3.611336099245786024e-01
1.831021324337671341e-01 8.168978675662328381e-01 2.061219153775113599e-29
9.748381377460055841e-01 2.516186223480425255e-02 1.919016947628379613e-11
7.661187823055061463e-02 9.233881217694495103e-01 1.123918849800559083e-33
9.350373613246542037e-01 6.496263867534582404e-02 7.342594213544894384e-17
4.976490499276277069e-01 5.023509500723721821e-01 1.013548384328846568e-135
1.910440978268042322e-01 8.089559021731956845e-01 5.638312372310390872e-34
8.592258430849164519e-02 9.140774156915083548e-01 2.446783232480628542e-22
1.732823044690433856e-01 8.267176955309564201e-01 2.425002891821457843e-18
3.136191945645467882e-01 6.863808054354532118e-01 6.085547973803041782e-83
6.362338910008438764e-02 9.363766108999155291e-01 2.151537584219375751e-28
9.971840629297160641e-01 2.815937070283908595e-03 1.109314293780836659e-42
9.996826041614811365e-01 3.173958385189732160e-04 1.790786172709130387e-35
3.586121885272885307e-02 9.641387455419058172e-01 3.560536539883797754e-08
9.999937762307522515e-01 6.223769242650174491e-06 4.982945977455385752e-15
2.833253243862971504e-01 7.166746554774274802e-01 2.013627523847686288e-08
5.584101861837712510e-01 1.404903567369098216e-01 3.010994570793189551e-01
8.859860122406256755e-01 1.140139877593744633e-01 2.698288279415489129e-23
9.998854798888108242e-01 1.139876339108190646e-04 5.324772783449433020e-07
7.984787776604120868e-01 2.015207767677874295e-01 4.455718004718207545e-07
1.235501216088178561e-01 8.764245810811219783e-01 2.529731006032080409e-05
8.454001344061151668e-01 1.545998655938848609e-01 1.637733677253864532e-41
9.911933968339672330e-01 8.806603166032787866e-03 1.399344729780289836e-50
9.652591922813428260e-01 3.474080771865708378e-02 8.592152349748956310e-71
3.613375263836586804e-01 6.386624736163412086e-01 3.422279912119468115e-127
7.816504168008642228e-02 9.218349583199135777e-01 2.345619786151189243e-31
8.110861048834357989e-01 1.889138951165642843e-01 1.159069624654994421e-26
5.137469981806028763e-01 4.862530018193970682e-01 6.407708722727118695e-20
9.273335769760372438e-01 7.266642302396279784e-02 3.033330223045973307e-17
8.284891097148818773e-01 1.715108902851180950e-01 8.221684294653800136e-26
4.037576301711577331e-01 5.962423698288421559e-01 2.276526104851895179e-41
9.474412040615389774e-01 5.255879593846113362e-02 4.566158136086196326e-26
8.754143458886987084e-01 1.245856541113011945e-01 4.227764753191876103e-26
1.288489221667616369e-01 8.711510778190261206e-01 1.421225653546178445e-11
9.420759341333353465e-01 5.792406586633927490e-02 3.253712913273201566e-13
3.033642606245949280e-01 6.966357393389056574e-01 3.649951916490060403e-11
9.727216375809570881e-01 2.727836241904303335e-02 2.257125350176228091e-28
8.544449627274237624e-01 1.455066664497955131e-01 4.837082278073753647e-05
1.443097939453316103e-01 8.556902060546683897e-01 5.973253181446178153e-85
1.691326911767410679e-01 8.308673088232589876e-01 5.822640606649583065e-21
9.940617263665182390e-01 5.938273633480738341e-03 9.889033637068520120e-16
1.120543349830357277e-01 8.879456650169642584e-01 3.597786567760348112e-86
8.541344149069513003e-01 1.458655850930486164e-01 9.107978445868210385e-67
2.204427889731689434e-04 9.997025122806270092e-01 7.704493039973971699e-05
5.925716096130773103e-01 4.074283903869226897e-01 3.556272523728158173e-36
5.910771478681973168e-01 4.089228521318026832e-01 1.660550215736676670e-62
9.992355567129440619e-01 7.644432870557951081e-04 1.679575018056900835e-99
5.097686255092036545e-01 4.165554574750599676e-03 4.860658199160456938e-01
2.445828796884217402e-04 9.997554171203103524e-01 1.278245651829576115e-15
7.987235574974453911e-01 2.012764425025544701e-01 1.520738105918400524e-18
9.771874372012340215e-01 2.281256279876595419e-02 1.638742488184870201e-44
2.712876153568148565e-03 9.972871238464318111e-01 1.346491181523676751e-28
9.907703547559509882e-01 6.117388663662757207e-03 3.112256580386313972e-03
9.851130900649330835e-01 1.488690598798719095e-02 3.947079754512997648e-09
4.621136821006399664e-02 9.537886317899360034e-01 1.339131631224511629e-26
6.057533527138263540e-01 3.942466472861736460e-01 3.569680722650148936e-24
4.067574766198704395e-01 5.932425233801296161e-01 2.208471812749575615e-33
6.148462155992077127e-01 3.851537844007921763e-01 8.006841916879590563e-28
6.803352536710673970e-01 3.181752484368610134e-01 1.489497892071704266e-03
7.190485784110641765e-01 2.809489334701709695e-01 2.488118764920114352e-06
5.061008520215771744e-01 4.938945789037466616e-01 4.569074676292455965e-06
7.776019972468075636e-01 1.074146817021365448e-02 2.116565345829788947e-01
8.017371997193812883e-01 1.982628002806188228e-01 4.444723051077880641e-33
3.854647669894835371e-02 9.614535233010517157e-01 6.306383589803462636e-53
2.187340960166204995e-01 7.812659039833793617e-01 3.304812141609714522e-42
6.494172885289953845e-01 3.505827114710046155e-01 1.665426033955537704e-27
8.791539689021397042e-01 1.208460310978603097e-01 6.223277556511609501e-33
4.665207808196652484e-01 5.334792191803346961e-01 5.593986214436802206e-56
4.460576364331855781e-01 4.813276698240793738e-01 7.261469374273503419e-02
1.189670216659955426e-01 8.809888548076237891e-01 4.412352638070569688e-05
8.660806804986697083e-01 1.339193195013302640e-01 5.245439217828617268e-24
5.025814577995988408e-01 4.974185422004012147e-01 8.358500361081885894e-73
8.023801264284862178e-01 1.976198735654428051e-01 6.071026189210033199e-12
8.081174751377528942e-01 1.918825248622471058e-01 3.193608120802157852e-27
7.785807895389205979e-02 9.221419210461079263e-01 1.263912339567220705e-25
8.041018224168291484e-01 1.958981775831708239e-01 6.693421813803240444e-43
9.999995315205121305e-01 4.684794878393479385e-07 6.268311019252456355e-30
9.995730922188318379e-01 4.269077811676514223e-04 5.745573331242194211e-16
8.289950127431224836e-01 1.710049872568775997e-01 1.979720045043774969e-26
