2.701722090256596376e-01 7.298277909743404734e-01
5.139024845779391892e-01 4.860975154220608663e-01
2.936441544378197710e-01 7.063558455621803400e-01
7.082699393122069420e-01 2.917300606877932245e-01
8.286059560408726155e-01 1.713940439591273845e-01
9.045447847576203459e-01 9.545521524237958466e-02
6.779236734346999471e-01 3.220763265653002194e-01
8.893915491217706526e-01 1.106084508782292225e-01
6.159552256675482340e-01 3.840447743324518770e-01
8.385674481338717401e-01 1.614325518661283432e-01
7.702372569283570947e-01 2.297627430716428498e-01
9.999998121061850487e-01 1.878938148582631898e-07
8.925838983873632948e-01 1.074161016126366913e-01
4.051585984677805730e-01 5.948414015322193160e-01
9.493962883481549264e-01 5.060371165184501113e-02
9.999999131721150070e-01 8.682788503432559470e-08
5.463152195048666115e-01 4.536847804951333885e-01
4.716177387064389159e-01 5.283822612935611396e-01
3.986803146236270190e-01 6.013196853763730365e-01
9.674314777231287632e-01 3.256852227687118129e-02
9.500581823385447766e-01 4.994181766145529278e-02
9.998229304191840194e-01 1.770695808159618355e-04
9.989265892021002013e-01 1.073410797899817951e-03
3.884845342138067842e-02 9.611515465786192314e-01
6.083692172151616839e-01 3.916307827848383161e-01
9.996450794843846355e-01 3.549205156153099395e-04
8.930063628863703640e-01 1.069936371136295805e-01
3.409552683717379656e-02 9.659044731628262381e-01
9.912176287977069178e-01 8.782371202293045784e-03
7.814785906500613111e-01 2.185214093499386057e-01
6.801271899059061488e-01 3.198728100940939068e-01
8.108638291270471310e-01 1.891361708729529245e-01
9.804028727186709924e-01 1.959712728132901802e-02
8.888984433787926465e-01 1.111015566212072980e-01
9.999988927698003627e-01 1.107230199530612702e-06
9.999999497647915625e-01 5.023520844696402608e-08
5.271275648582146589e-01 4.728724351417855076e-01
9.859609426041319180e-01 1.403905739586809934e-02
9.999999992225144796e-01 7.774855206152570112e-10
8.794449809759621317e-01 1.205550190240379238e-01
4.051141253607811188e-01 5.948858746392189367e-01
8.498675364802219523e-01 1.501324635197779922e-01
3.506007601071498003e-01 6.493992398928501997e-01
9.978956550644201284e-01 2.104344935579859424e-03
8.774291874652817569e-01 1.225708125347182292e-01
4.289450761354988706e-01 5.710549238645012959e-01
9.566907582320137715e-01 4.330924176798626318e-02
9.817653505271348724e-01 1.823464947286529414e-02
5.426407984070564794e-01 4.573592015929435761e-01
9.841577890935162554e-01 1.584221090648392505e-02
8.570099045822276995e-01 1.429900954177724115e-01
9.999929485063874246e-01 7.051493612463480620e-06
9.499329970605544515e-01 5.006700293944550684e-02
9.999944309656845221e-01 5.569034315577700639e-06
1.482189848513812969e-01 8.517810151486187031e-01
9.999996569810053471e-01 3.430189945463077834e-07
8.033206977521074599e-01 1.966793022478925956e-01
5.762518786893285894e-01 4.237481213106714661e-01
9.435802596965429112e-01 5.641974030345713043e-02
8.691341665663649962e-01 1.308658334336351148e-01
9.371576749884085178e-01 6.284232501159145445e-02
9.994706653772397198e-01 5.293346227604151877e-04
9.993867057158245526e-01 6.132942841754445828e-04
9.999722187310285948e-01 2.778126897143364749e-05
2.878733643642751860e-01 7.121266356357248695e-01
9.999856518079557333e-01 1.434819204429327801e-05
9.663637339624885358e-01 3.363626603751158212e-02
9.985362764583084472e-01 1.463723541691387816e-03
9.971773896210895938e-01 2.822610378910539366e-03
9.449171592833072175e-01 5.508284071669277554e-02
7.478518290444549077e-01 2.521481709555449813e-01
9.984752213430445611e-01 1.524778656955539952e-03
9.995038126208536378e-01 4.961873791463287378e-04
9.999998151742962582e-01 1.848257038109853142e-07
9.973658945142208632e-01 2.634105485779190178e-03
9.998897015518275477e-01 1.102984481723281405e-04
9.931740900610196432e-01 6.825909938980248386e-03
3.576952235410725267e-01 6.423047764589274733e-01
8.097373999540589118e-01 1.902626000459411160e-01
7.014734074318974555e-01 2.985265925681026000e-01
9.992774431249439315e-01 7.225568750559553883e-04
9.120965589619025593e-01 8.790344103809735743e-02
9.996929624374776280e-01 3.070375625223725627e-04
9.029641271370297817e-01 9.703587286297021830e-02
5.379439928536622340e-01 4.620560071463377660e-01
9.776163810940677878e-01 2.238361890593220521e-02
9.999987315800380472e-01 1.268419961898694853e-06
9.999993086804069842e-01 6.913195928959098996e-07
9.897296341918968565e-01 1.027036580810318164e-02
9.874783423625930201e-01 1.252165763740695562e-02
9.994346829968645540e-01 5.653170031354389250e-04
9.552106456530495837e-01 4.478935434695033302e-02
9.999643915531528648e-01 3.560844684705293244e-05
9.277864814605647492e-01 7.221351853943525079e-02
9.457223195406193605e-01 5.427768045938076436e-02
9.286833262464062599e-01 7.131667375359367067e-02
7.727885466117462299e-01 2.272114533882538256e-01
9.981139607830082916e-01 1.886039216991747649e-03
9.928201464015020683e-01 7.179853598498019303e-03
7.484489814998767088e-01 2.515510185001232357e-01
2.065111029597784809e-01 7.934888970402215191e-01
9.999547909691300918e-01 4.520903086973667172e-05
7.220751841876040800e-01 2.779248158123960866e-01
9.482497954913291505e-01 5.175020450867086341e-02
9.979302875981959087e-01 2.069712401804260030e-03
9.996605634378820104e-01 3.394365621179590395e-04
1.414429653834780969e-02 9.858557034616521886e-01
9.160287507270041818e-01 8.397124927299574881e-02
9.998298089240729158e-01 1.701910759271516211e-04
9.679189682138450435e-01 3.208103178615489409e-02
9.999986790764928690e-01 1.320923507105457470e-06
8.581452995763311914e-03 9.914185470042367054e-01
4.982003340168718597e-01 5.017996659831279738e-01
9.907553565424274122e-01 9.244643457572518375e-03
9.997990631832879282e-01 2.009368167120215815e-04
5.734324689045511140e-05 9.999426567531095600e-01
9.979543280726815846e-01 2.045671927318407166e-03
4.022828881356906305e-01 5.977171118643092029e-01
7.493257049524756352e-01 2.506742950475244758e-01
9.964348270878800040e-01 3.565172912119933535e-03
9.814232871324715668e-02 9.018576712867527601e-01
